REPORTED_WKLY_SPEND,REPORTED_WKLY_SPEND_USF,REPORTED_WKLY_SPEND_COMPETITOR_1,REPORTED_COP_SPEND,REPORTED_PRODUCE_SPEND,SMALL_QTY_RANK,DEL_FLEX_RANK,CUT_TIME_RANK,CUST_NBR,DIV_NBR,PYR_SEG_CD
1,1,0,0,0,0,0,0,114919,11,Other
117.105,117.105,0,0,0,0,0,0,116890,3,Retail
1,1,0,0,0,0,0,0,143512,47,Education
626.7255769,626.7255769,0,0,0,0,0,0,143175,9,Independent Restaurant
2398.334615,2398.334615,0,0,0,0,0,0,71044,24,Independent Restaurant
1,1,0,0,0,0,0,0,69837,52,Health Care
519.8261538,519.8261538,0,0,0,0,0,0,116845,65,Education
855.2273077,855.2273077,0,0,0,0,0,0,132098,64,Independent Restaurant
812.17,812.17,0,0,0,0,0,0,147651,2,Independent Restaurant
1,1,0,0,0,0,0,0,26028,58,Education
1,1,0,0,0,0,0,0,140223,32,Education
1,1,0,0,0,0,0,0,8874,19,Health Care
1,1,0,0,0,0,0,0,134335,1,Education
2239.901923,2239.901923,0,0,0,0,0,0,112734,50,Independent Restaurant
1,1,0,0,0,0,0,0,72772,58,Education
1,1,0,0,0,0,0,0,135649,58,Education
1,1,0,0,0,0,0,0,140222,32,Education
2569.990385,2569.990385,0,0,0,0,0,0,112959,22,Independent Restaurant
470.6215385,470.6215385,0,0,0,0,0,0,62848,28,Independent Restaurant
1876.855962,1876.855962,0,0,0,0,0,0,59144,24,Independent Restaurant
1478.854038,1478.854038,0,0,0,0,0,0,18283,11,Independent Restaurant
871.2086538,871.2086538,0,0,0,0,0,0,76216,6,Education
2340.428077,2340.428077,0,0,0,0,0,0,81699,47,Independent Restaurant
23.44384615,23.44384615,0,0,0,0,0,0,61004,15,Education
133.5230769,133.5230769,0,0,0,0,0,0,147961,36,Independent Restaurant
469.8792308,469.8792308,0,0,0,0,0,0,34180,50,Hospitality
2863.680769,2863.680769,0,0,0,0,0,0,23557,37,Independent Restaurant
1452.343462,1452.343462,0,0,0,0,0,0,78798,3,Independent Restaurant
792.0401923,792.0401923,0,0,0,0,0,0,134968,19,Government
598.6423077,598.6423077,0,0,0,0,0,0,69557,14,Other
1239.850192,1239.850192,0,0,0,0,0,0,85453,35,Independent Restaurant
2990.139615,2990.139615,0,0,0,0,0,0,73902,27,Retail
2990.139615,2990.139615,0,0,0,0,0,0,73902,27,Retail
6020.520577,6020.520577,0,0,0,0,0,0,15988,2,Independent Restaurant
4069.229808,4069.229808,0,0,0,0,0,0,21091,36,Independent Restaurant
2955.218846,2955.218846,0,0,0,0,0,0,21539,2,Independent Restaurant
23661.32558,23661.32558,0,0,0,0,0,0,11019,45,Independent Restaurant
337.7996154,337.7996154,0,0,0,0,0,0,92099,18,Independent Restaurant
1,1,0,0,0,0,0,0,119867,58,Education
100.6496154,100.6496154,0,0,0,0,0,0,148435,36,Independent Restaurant
5567.941538,5567.941538,0,0,0,0,0,0,36581,14,Independent Restaurant
1,1,0,0,0,0,0,0,89961,29,Regional
295.7140385,295.7140385,0,0,0,0,0,0,100499,47,Independent Restaurant
156.7084615,156.7084615,0,0,0,0,0,0,143614,31,Other
4624.385577,4624.385577,0,0,0,0,0,0,65841,46,Independent Restaurant
7322.546346,7322.546346,0,0,0,0,0,0,105255,27,Independent Restaurant
9723.089615,9723.089615,0,0,0,0,0,0,56351,1,Regional
4782.626731,4782.626731,0,0,0,0,0,0,16179,28,Independent Restaurant
617.8982692,617.8982692,0,0,0,0,0,0,136833,27,Retail
25.68653846,25.68653846,0,0,0,0,0,0,148655,9,Independent Restaurant
116.4859615,116.4859615,0,0,0,0,0,0,23452,64,Independent Restaurant
1,1,0,0,0,0,0,0,11375,33,Independent Restaurant
27546.47192,27546.47192,0,0,0,0,0,0,67250,46,Independent Restaurant
6286.943077,6286.943077,0,0,0,0,0,0,22150,3,Independent Restaurant
1362.935769,1362.935769,0,0,0,0,0,0,130387,47,Independent Restaurant
21.60576923,21.60576923,0,0,0,0,0,0,107857,33,Other
2766.350769,2766.350769,0,0,0,0,0,0,9252,29,Independent Restaurant
8939.635962,8939.635962,0,0,0,0,0,0,11356,33,Independent Restaurant
9293.993846,9293.993846,0,0,0,0,0,0,32777,28,Education
2301.740962,2301.740962,0,0,0,0,0,0,36247,20,Independent Restaurant
1980.575962,1980.575962,0,0,0,0,0,0,13966,58,Independent Restaurant
4080.270385,4080.270385,0,0,0,0,0,0,132380,20,Independent Restaurant
9838.704615,9838.704615,0,0,0,0,0,0,146640,50,Independent Restaurant
9838.704615,9838.704615,0,0,0,0,0,0,146640,50,Independent Restaurant
216.3548077,216.3548077,0,0,0,0,0,0,116907,14,Other
1,1,0,0,0,0,0,0,110651,32,Independent Restaurant
1,1,0,0,0,0,0,0,137276,7,Hospitality
1824.494423,1824.494423,0,0,0,0,0,0,100055,21,Independent Restaurant
1,1,0,0,0,0,0,0,151140,58,Education
1,1,0,0,0,0,0,0,137676,24,Education
369.8555769,369.8555769,0,0,0,0,0,0,76501,53,Independent Restaurant
369.8555769,369.8555769,0,0,0,0,0,0,76501,53,Independent Restaurant
1,1,0,0,0,0,0,0,108591,21,Other
7070.9,7070.9,0,0,0,0,0,0,30213,47,Independent Restaurant
232.0588462,232.0588462,0,0,0,0,0,0,44876,45,Independent Restaurant
286.685,286.685,0,0,0,0,0,0,116651,10,Education
1,1,0,0,0,0,0,0,101607,30,Education
7981.646154,7981.646154,0,0,0,0,0,0,58363,27,Independent Restaurant
2450.92,2450.92,0,0,0,0,0,0,40213,45,Health Care
1,1,0,0,0,0,0,0,116852,28,Independent Restaurant
5723.380962,5723.380962,0,0,0,0,0,0,64422,10,Independent Restaurant
5723.380962,5723.380962,0,0,0,0,0,0,64422,10,Independent Restaurant
1131.477885,1131.477885,0,0,0,0,0,0,92067,61,Regional
1394.899231,1394.899231,0,0,0,0,0,0,137153,43,Hospitality
1,1,0,0,0,0,0,0,107075,29,Independent Restaurant
1,1,0,0,0,0,0,0,107075,29,Independent Restaurant
13193.49481,13193.49481,0,0,0,0,0,0,25435,15,Retail
1,1,0,0,0,0,0,0,89301,54,Other
1,1,0,0,0,0,0,0,3051,13,Education
28.87923077,28.87923077,0,0,0,0,0,0,148700,32,Independent Restaurant
1,1,0,0,0,0,0,0,110949,28,Education
3928.501538,3928.501538,0,0,0,0,0,0,16516,3,Hospitality
540.0836538,540.0836538,0,0,0,0,0,0,22730,31,Independent Restaurant
10127.92365,10127.92365,0,0,0,0,0,0,54750,6,Independent Restaurant
10127.92365,10127.92365,0,0,0,0,0,0,54750,7,Independent Restaurant
817.5851923,817.5851923,0,0,0,0,0,0,107787,8,Independent Restaurant
3211.226346,3211.226346,0,0,0,0,0,0,65962,49,Independent Restaurant
1,1,0,0,0,0,0,0,45118,1,Independent Restaurant
6376.395385,6376.395385,0,0,0,0,0,0,35763,13,Independent Restaurant
1,1,0,0,0,0,0,0,106068,33,Other
62.90846154,62.90846154,0,0,0,0,0,0,130900,35,Independent Restaurant
1735.871731,1735.871731,0,0,0,0,0,0,143132,22,Retail
1,1,0,0,0,0,0,0,77391,32,Education
1,1,0,0,0,0,0,0,77391,32,Education
6724.922115,6724.922115,0,0,0,0,0,0,153834,38,Independent Restaurant
1,1,0,0,0,0,0,0,153502,19,Independent Restaurant
1,1,0,0,0,0,0,0,124924,48,Other
184.7690385,184.7690385,0,0,0,0,0,0,44975,38,Independent Restaurant
5951.172308,5951.172308,0,0,0,0,0,0,55184,26,Education
1172.912308,1172.912308,0,0,0,0,0,0,65278,50,Education
313.3751923,313.3751923,0,0,0,0,0,0,58777,37,Independent Restaurant
1,1,0,0,0,0,0,0,151621,7,Regional
851.6317308,851.6317308,0,0,0,0,0,0,148242,23,Independent Restaurant
6183.849808,6183.849808,0,0,0,0,0,0,8746,24,Independent Restaurant
402.1623077,402.1623077,0,0,0,0,0,0,90213,29,Hospitality
12835.44288,12835.44288,0,0,0,0,0,0,133712,26,Independent Restaurant
1,1,0,0,0,0,0,0,96399,13,Other
9434.001731,9434.001731,0,0,0,0,0,0,31318,46,Independent Restaurant
1107.009615,1107.009615,0,0,0,0,0,0,45469,23,Health Care
1943.755962,1943.755962,0,0,0,0,0,0,112832,13,Hospitality
3245.854808,3245.854808,0,0,0,0,0,0,86067,37,Independent Restaurant
8075.736923,8075.736923,0,0,0,0,0,0,56003,24,Independent Restaurant
394.4246154,394.4246154,0,0,0,0,0,0,71136,19,Independent Restaurant
5417.938269,5417.938269,0,0,0,0,0,0,69352,34,Independent Restaurant
3967.456923,3967.456923,0,0,0,0,0,0,34721,3,Independent Restaurant
3975.082115,3975.082115,0,0,0,0,0,0,30558,23,Independent Restaurant
1,1,0,0,0,0,0,0,138804,24,Retail
1076.021923,1076.021923,0,0,0,0,0,0,138964,15,Independent Restaurant
299.1438462,299.1438462,0,0,0,0,0,0,85699,36,Hospitality
1,1,0,0,0,0,0,0,100881,35,Independent Restaurant
899.1707692,899.1707692,0,0,0,0,0,0,141193,2,Independent Restaurant
3212.376923,3212.376923,0,0,0,0,0,0,62889,47,Independent Restaurant
1,1,0,0,0,0,0,0,56125,8,Education
172.8909615,172.8909615,0,0,0,0,0,0,100824,3,Independent Restaurant
12002.78942,12002.78942,0,0,0,0,0,0,2267,11,Retail
747.1415385,747.1415385,0,0,0,0,0,0,78570,12,Independent Restaurant
4081.322115,4081.322115,0,0,0,0,0,0,140121,11,Independent Restaurant
1206.389615,1206.389615,0,0,0,0,0,0,112814,65,Independent Restaurant
1,1,0,0,0,0,0,0,96360,47,Education
1,1,0,0,0,0,0,0,46136,47,Education
227.8496154,227.8496154,0,0,0,0,0,0,38890,21,Independent Restaurant
17262.95615,17262.95615,0,0,0,0,0,0,136876,27,Independent Restaurant
4596.227885,4596.227885,0,0,0,0,0,0,49663,3,Independent Restaurant
419.3205769,419.3205769,0,0,0,0,0,0,130109,3,Independent Restaurant
1,1,0,0,0,0,0,0,69947,2,Independent Restaurant
1,1,0,0,0,0,0,0,69947,2,Independent Restaurant
1483.6625,1483.6625,0,0,0,0,0,0,116189,65,Independent Restaurant
679.7521154,679.7521154,0,0,0,0,0,0,139620,50,Independent Restaurant
4670.027308,4670.027308,0,0,0,0,0,0,28981,16,Independent Restaurant
641.1775,641.1775,0,0,0,0,0,0,92043,58,Independent Restaurant
238.9021154,238.9021154,0,0,0,0,0,0,139346,30,Independent Restaurant
1115.024038,1115.024038,0,0,0,0,0,0,130644,31,Independent Restaurant
1773.669231,1773.669231,0,0,0,0,0,0,28501,16,Education
910.0242308,910.0242308,0,0,0,0,0,0,28350,29,Independent Restaurant
12646.45846,12646.45846,0,0,0,0,0,0,85099,9,Independent Restaurant
5638.374808,5638.374808,0,0,0,0,0,0,9212,29,Independent Restaurant
5420.9625,5420.9625,0,0,0,0,0,0,8526,26,Independent Restaurant
1,1,0,0,0,0,0,0,34732,47,Hospitality
1,1,0,0,0,0,0,0,33660,51,Independent Restaurant
3282.890577,3282.890577,0,0,0,0,0,0,26307,15,Regional
578.4001923,578.4001923,0,0,0,0,0,0,23097,11,Independent Restaurant
3361.235962,3361.235962,0,0,0,0,0,0,47750,13,Independent Restaurant
959.4336539,959.4336539,0,0,0,0,0,0,37546,65,Independent Restaurant
1,1,0,0,0,0,0,0,47389,12,Independent Restaurant
232.61,232.61,0,0,0,0,0,0,138992,15,Education
4121.798462,4121.798462,0,0,0,0,0,0,53208,21,Independent Restaurant
4121.798462,4121.798462,0,0,0,0,0,0,53208,21,Independent Restaurant
796.4253846,796.4253846,0,0,0,0,0,0,102529,42,Hospitality
635.4744231,635.4744231,0,0,0,0,0,0,108408,23,Independent Restaurant
1944.456538,1944.456538,0,0,0,0,0,0,62088,9,Health Care
1788.228462,1788.228462,0,0,0,0,0,0,96670,47,Hospitality
849.7728846,849.7728846,0,0,0,0,0,0,53972,36,Independent Restaurant
1830.475385,1830.475385,0,0,0,0,0,0,6688,32,Independent Restaurant
641.5248077,641.5248077,0,0,0,0,0,0,138922,30,Independent Restaurant
2585.636731,2585.636731,0,0,0,0,0,0,4099,11,Independent Restaurant
2398.017308,2398.017308,0,0,0,0,0,0,17479,9,Independent Restaurant
42500.87231,42500.87231,0,0,0,0,0,0,50035,13,Independent Restaurant
6748.103462,6748.103462,0,0,0,0,0,0,151864,54,Independent Restaurant
6748.103462,6748.103462,0,0,0,0,0,0,151864,54,Independent Restaurant
229.2992308,229.2992308,0,0,0,0,0,0,154853,53,Independent Restaurant
4033.869231,4033.869231,0,0,0,0,0,0,143489,11,Independent Restaurant
2183.559038,2183.559038,0,0,0,0,0,0,121926,29,Hospitality
1,1,0,0,0,0,0,0,71364,16,Hospitality
1,1,0,0,0,0,0,0,71364,16,Hospitality
7564.085769,7564.085769,0,0,0,0,0,0,17752,49,Independent Restaurant
2690.626154,2690.626154,0,0,0,0,0,0,126262,13,Independent Restaurant
506.5092308,506.5092308,0,0,0,0,0,0,34171,50,Education
32.1625,32.1625,0,0,0,0,0,0,54688,2,Independent Restaurant
1,1,0,0,0,0,0,0,105866,62,Hospitality
5645.040385,5645.040385,0,0,0,0,0,0,55756,16,Independent Restaurant
365.1557692,365.1557692,0,0,0,0,0,0,62885,28,Retail
1934.395,1934.395,0,0,0,0,0,0,75495,15,Independent Restaurant
1833.14,1833.14,0,0,0,0,0,0,84049,49,Hospitality
870.4478846,870.4478846,0,0,0,0,0,0,125511,2,Independent Restaurant
59.23692308,59.23692308,0,0,0,0,0,0,60865,66,Independent Restaurant
59.23692308,59.23692308,0,0,0,0,0,0,60865,66,Independent Restaurant
596.5788462,596.5788462,0,0,0,0,0,0,99961,23,Hospitality
1803.084231,1803.084231,0,0,0,0,0,0,84862,21,Independent Restaurant
1,1,0,0,0,0,0,0,49969,52,Independent Restaurant
280.3413462,280.3413462,0,0,0,0,0,0,147758,23,Independent Restaurant
1,1,0,0,0,0,0,0,57152,58,Education
1,1,0,0,0,0,0,0,151168,58,Education
1051.574038,1051.574038,0,0,0,0,0,0,44029,27,Independent Restaurant
111.4494231,111.4494231,0,0,0,0,0,0,76579,16,Independent Restaurant
40211.24288,40211.24288,0,0,0,0,0,0,57082,5,Other
1,1,0,0,0,0,0,0,28683,58,Education
6214.125,6214.125,0,0,0,0,0,0,59915,1,Independent Restaurant
6214.125,6214.125,0,0,0,0,0,0,59915,1,Independent Restaurant
3417.610385,3417.610385,0,0,0,0,0,0,34411,21,Independent Restaurant
2409.513462,2409.513462,0,0,0,0,0,0,56982,54,Independent Restaurant
39287.9625,39287.9625,0,0,0,0,0,0,117589,6,Independent Restaurant
1,1,0,0,0,0,0,0,31720,28,Retail
66634.91077,66634.91077,0,0,0,0,0,0,90559,29,Hospitality
1,1,0,0,0,0,0,0,26040,58,Independent Restaurant
1060.987115,1060.987115,0,0,0,0,0,0,10327,19,Education
3154.046154,3154.046154,0,0,0,0,0,0,14816,67,Independent Restaurant
2359.050385,2359.050385,0,0,0,0,0,0,79031,13,Independent Restaurant
4023.255,4023.255,0,0,0,0,0,0,131548,21,Hospitality
5251.941346,5251.941346,0,0,0,0,0,0,124918,48,Independent Restaurant
5119.616923,5119.616923,0,0,0,0,0,0,133371,6,Independent Restaurant
13736.32462,13736.32462,0,0,0,0,0,0,64361,36,Independent Restaurant
148.3053846,148.3053846,0,0,0,0,0,0,98370,28,Other
2445.575,2445.575,0,0,0,0,0,0,62322,34,Independent Restaurant
38.62538462,38.62538462,0,0,0,0,0,0,14147,60,Independent Restaurant
1144.990769,1144.990769,0,0,0,0,0,0,55544,19,Retail
952.5430769,952.5430769,0,0,0,0,0,0,73068,24,Independent Restaurant
3393.889423,3393.889423,0,0,0,0,0,0,108741,47,Independent Restaurant
1741.291731,1741.291731,0,0,0,0,0,0,122589,16,Independent Restaurant
1271.700962,1271.700962,0,0,0,0,0,0,32980,31,Independent Restaurant
1,1,0,0,0,0,0,0,6501,31,Independent Restaurant
3359.416346,3359.416346,0,0,0,0,0,0,118469,16,Health Care
3359.416346,3359.416346,0,0,0,0,0,0,118469,16,Health Care
772.5394231,772.5394231,0,0,0,0,0,0,131552,47,Independent Restaurant
344.9890385,344.9890385,0,0,0,0,0,0,71899,37,Independent Restaurant
2835.205,2835.205,0,0,0,0,0,0,56905,42,Education
866.5798077,866.5798077,0,0,0,0,0,0,21818,21,Independent Restaurant
2190.235,2190.235,0,0,0,0,0,0,96486,3,Independent Restaurant
1,1,0,0,0,0,0,0,90976,54,Independent Restaurant
1680.139231,1680.139231,0,0,0,0,0,0,137280,29,Retail
3544.059808,3544.059808,0,0,0,0,0,0,115516,9,Independent Restaurant
1063.443654,1063.443654,0,0,0,0,0,0,71591,16,Independent Restaurant
795.8184616,795.8184616,0,0,0,0,0,0,57604,7,Education
55.74384615,55.74384615,0,0,0,0,0,0,139381,54,Independent Restaurant
1928.753077,1928.753077,0,0,0,0,0,0,54987,37,Independent Restaurant
1,1,0,0,0,0,0,0,128381,28,Independent Restaurant
3748.999038,3748.999038,0,0,0,0,0,0,21803,36,Independent Restaurant
5166.679615,5166.679615,0,0,0,0,0,0,104764,40,National Chain
5166.679615,5166.679615,0,0,0,0,0,0,104764,54,National Chain
3646.958846,3646.958846,0,0,0,0,0,0,14391,35,Independent Restaurant
1,1,0,0,0,0,0,0,102448,19,Independent Restaurant
3603.729615,3603.729615,0,0,0,0,0,0,119727,37,Hospitality
1,1,0,0,0,0,0,0,138357,61,Education
1062.977308,1062.977308,0,0,0,0,0,0,53797,28,Independent Restaurant
1,1,0,0,0,0,0,0,30232,50,Hospitality
384.3984615,384.3984615,0,0,0,0,0,0,123644,30,Independent Restaurant
11135.16346,11135.16346,0,0,0,0,0,0,430,32,Independent Restaurant
7752.426538,7752.426538,0,0,0,0,0,0,136578,33,Hospitality
2664.218654,2664.218654,0,0,0,0,0,0,129476,11,Independent Restaurant
1006.765385,1006.765385,0,0,0,0,0,0,31606,2,Independent Restaurant
6774.362885,6774.362885,0,0,0,0,0,0,132027,46,Independent Restaurant
3187.074423,3187.074423,0,0,0,0,0,0,11250,62,Hospitality
994.8926923,994.8926923,0,0,0,0,0,0,26982,33,Independent Restaurant
1548.312308,1548.312308,0,0,0,0,0,0,81771,23,Independent Restaurant
2225.175192,2225.175192,0,0,0,0,0,0,116673,31,Independent Restaurant
22956.42385,22956.42385,0,0,0,0,0,0,123900,50,Other
1113.826923,1113.826923,0,0,0,0,0,0,110745,31,Education
1,1,0,0,0,0,0,0,42719,27,Education
12067.18442,12067.18442,0,0,0,0,0,0,152765,18,Independent Restaurant
1171.036538,1171.036538,0,0,0,0,0,0,79416,65,Hospitality
742.4113462,742.4113462,0,0,0,0,0,0,75652,16,Independent Restaurant
3291.459038,3291.459038,0,0,0,0,0,0,90802,43,Hospitality
1,1,0,0,0,0,0,0,41691,58,Education
1,1,0,0,0,0,0,0,78108,64,Regional
2239.881346,2239.881346,0,0,0,0,0,0,109515,39,Independent Restaurant
31.5675,31.5675,0,0,0,0,0,0,91865,53,Independent Restaurant
4668.540769,4668.540769,0,0,0,0,0,0,2308,28,Hospitality
20.84980769,20.84980769,0,0,0,0,0,0,117350,35,Retail
3610.490577,3610.490577,0,0,0,0,0,0,129988,21,Regional
1,1,0,0,0,0,0,0,44805,24,Independent Restaurant
1000.926731,1000.926731,0,0,0,0,0,0,16054,28,Hospitality
4069.300769,4069.300769,0,0,0,0,0,0,37861,36,Independent Restaurant
2791.211923,2791.211923,0,0,0,0,0,0,122789,6,Independent Restaurant
2791.211923,2791.211923,0,0,0,0,0,0,122789,7,Independent Restaurant
9358.487115,9358.487115,0,0,0,0,0,0,9249,29,Independent Restaurant
7335.768077,7335.768077,0,0,0,0,0,0,14916,50,Independent Restaurant
881.4848077,881.4848077,0,0,0,0,0,0,41713,24,Hospitality
399.4686538,399.4686538,0,0,0,0,0,0,19934,17,Independent Restaurant
444.9798077,444.9798077,0,0,0,0,0,0,92036,8,Education
444.9798077,444.9798077,0,0,0,0,0,0,92036,8,Education
228.525,228.525,0,0,0,0,0,0,83701,13,Independent Restaurant
1,1,0,0,0,0,0,0,46575,52,Other
4755.036923,4755.036923,0,0,0,0,0,0,40278,16,Independent Restaurant
490.1194231,490.1194231,0,0,0,0,0,0,11045,30,Other
816.1655769,816.1655769,0,0,0,0,0,0,24605,16,Independent Restaurant
340.2959615,340.2959615,0,0,0,0,0,0,104873,62,Hospitality
340.2959615,340.2959615,0,0,0,0,0,0,104873,62,Hospitality
1,1,0,0,0,0,0,0,14219,19,Health Care
3085.479038,3085.479038,0,0,0,0,0,0,101631,37,Government
856.8269231,856.8269231,0,0,0,0,0,0,22506,12,Independent Restaurant
12494.63288,12494.63288,0,0,0,0,0,0,40308,16,Independent Restaurant
3777.713654,3777.713654,0,0,0,0,0,0,17900,32,Independent Restaurant
1,1,0,0,0,0,0,0,106084,1,Education
4604.981538,4604.981538,0,0,0,0,0,0,120753,33,Independent Restaurant
1262.754808,1262.754808,0,0,0,0,0,0,38925,50,Independent Restaurant
3819.278462,3819.278462,0,0,0,0,0,0,19928,3,Other
1,1,0,0,0,0,0,0,141973,10,Independent Restaurant
89.52730769,89.52730769,0,0,0,0,0,0,139429,27,Independent Restaurant
7978.549423,7978.549423,0,0,0,0,0,0,98207,9,Independent Restaurant
1,1,0,0,0,0,0,0,47501,3,Education
226.3563462,226.3563462,0,0,0,0,0,0,88562,58,Independent Restaurant
15391.98519,15391.98519,0,0,0,0,0,0,30212,20,Independent Restaurant
1691.331731,1691.331731,0,0,0,0,0,0,57200,66,Independent Restaurant
1624.182885,1624.182885,0,0,0,0,0,0,48950,20,Independent Restaurant
13.41865385,13.41865385,0,0,0,0,0,0,29137,16,Independent Restaurant
1008.648077,1008.648077,0,0,0,0,0,0,30815,32,Independent Restaurant
699.3517308,699.3517308,0,0,0,0,0,0,22818,51,Independent Restaurant
613.8815385,613.8815385,0,0,0,0,0,0,115329,36,Independent Restaurant
2129.699231,2129.699231,0,0,0,0,0,0,29125,29,Independent Restaurant
4226.465,4226.465,0,0,0,0,0,0,144994,35,Other
1,1,0,0,0,0,0,0,59126,16,Independent Restaurant
1,1,0,0,0,0,0,0,59126,16,Independent Restaurant
5145.018846,5145.018846,0,0,0,0,0,0,22828,28,Independent Restaurant
5145.018846,5145.018846,0,0,0,0,0,0,22828,28,Independent Restaurant
6180.498462,6180.498462,0,0,0,0,0,0,65871,50,Hospitality
9598.917115,9598.917115,0,0,0,0,0,0,655,36,Independent Restaurant
1,1,0,0,0,0,0,0,36511,17,Independent Restaurant
6816.134038,6816.134038,0,0,0,0,0,0,89741,27,Independent Restaurant
1,1,0,0,0,0,0,0,85030,10,Other
254.7944231,254.7944231,0,0,0,0,0,0,29754,16,Independent Restaurant
20445.24923,20445.24923,0,0,0,0,0,0,115393,2,Regional
2119.290962,2119.290962,0,0,0,0,0,0,97789,36,Independent Restaurant
1,1,0,0,0,0,0,0,36724,47,Independent Restaurant
84.48519231,84.48519231,0,0,0,0,0,0,21629,3,Retail
4082.304231,4082.304231,0,0,0,0,0,0,37705,28,Independent Restaurant
293.4369231,293.4369231,0,0,0,0,0,0,108391,50,Retail
1,1,0,0,0,0,0,0,21880,51,Independent Restaurant
318.5490385,318.5490385,0,0,0,0,0,0,152434,27,Education
6153.144615,6153.144615,0,0,0,0,0,0,139622,49,Independent Restaurant
1,1,0,0,0,0,0,0,122371,43,Other
1071.681538,1071.681538,0,0,0,0,0,0,96373,49,Independent Restaurant
6494.3225,6494.3225,0,0,0,0,0,0,144782,46,Retail
52.47403846,52.47403846,0,0,0,0,0,0,14287,41,Independent Restaurant
1560.269038,1560.269038,0,0,0,0,0,0,54919,56,Independent Restaurant
26.49846154,26.49846154,0,0,0,0,0,0,85886,32,Independent Restaurant
1126.458269,1126.458269,0,0,0,0,0,0,110187,13,Other
4344.482885,4344.482885,0,0,0,0,0,0,145782,11,Independent Restaurant
4344.482885,4344.482885,0,0,0,0,0,0,145782,11,Independent Restaurant
4344.482885,4344.482885,0,0,0,0,0,0,145782,11,Independent Restaurant
462.2288462,462.2288462,0,0,0,0,0,0,3367,3,Independent Restaurant
3860.723654,3860.723654,0,0,0,0,0,0,111392,3,Independent Restaurant
129.5251923,129.5251923,0,0,0,0,0,0,107848,24,Other
137.7661539,137.7661539,0,0,0,0,0,0,148589,3,Retail
1,1,0,0,0,0,0,0,31186,22,Education
1,1,0,0,0,0,0,0,84058,48,Independent Restaurant
215.9373077,215.9373077,0,0,0,0,0,0,66422,14,Health Care
1,1,0,0,0,0,0,0,153886,6,Hospitality
1,1,0,0,0,0,0,0,107247,53,Other
206.2880769,206.2880769,0,0,0,0,0,0,139342,42,Hospitality
664.2553846,664.2553846,0,0,0,0,0,0,13199,30,Hospitality
838.6061539,838.6061539,0,0,0,0,0,0,106357,6,Independent Restaurant
1573.328462,1573.328462,0,0,0,0,0,0,53558,47,Independent Restaurant
1,1,0,0,0,0,0,0,148458,48,Independent Restaurant
1008.341538,1008.341538,0,0,0,0,0,0,58003,33,Education
6889.311154,6889.311154,0,0,0,0,0,0,130759,21,Independent Restaurant
6889.311154,6889.311154,0,0,0,0,0,0,130759,21,Independent Restaurant
1,1,0,0,0,0,0,0,124387,48,Independent Restaurant
1,1,0,0,0,0,0,0,37933,36,Hospitality
208.7076923,208.7076923,0,0,0,0,0,0,67677,48,Independent Restaurant
2695.121538,2695.121538,0,0,0,0,0,0,154871,38,Independent Restaurant
2695.121538,2695.121538,0,0,0,0,0,0,154871,38,Independent Restaurant
1,1,0,0,0,0,0,0,142078,10,Education
1,1,0,0,0,0,0,0,109958,3,Education
173.8405769,173.8405769,0,0,0,0,0,0,154808,5,Independent Restaurant
7532.717692,7532.717692,0,0,0,0,0,0,71337,16,Hospitality
1291.865769,1291.865769,0,0,0,0,0,0,26855,33,Independent Restaurant
11612.33981,11612.33981,0,0,0,0,0,0,121263,29,National Chain
9517.320769,9517.320769,0,0,0,0,0,0,9338,1,Independent Restaurant
2500.045192,2500.045192,0,0,0,0,0,0,152070,33,Retail
1,1,0,0,0,0,0,0,77487,65,Hospitality
1387.774231,1387.774231,0,0,0,0,0,0,23884,37,Education
2842.005962,2842.005962,0,0,0,0,0,0,78369,28,Independent Restaurant
1,1,0,0,0,0,0,0,88571,58,Education
213.3203846,213.3203846,0,0,0,0,0,0,76594,15,Independent Restaurant
213.3203846,213.3203846,0,0,0,0,0,0,76594,15,Independent Restaurant
3947.090192,3947.090192,0,0,0,0,0,0,50661,28,Hospitality
3937.220962,3937.220962,0,0,0,0,0,0,9094,16,Independent Restaurant
1784.667115,1784.667115,0,0,0,0,0,0,115472,34,Independent Restaurant
2901.229615,2901.229615,0,0,0,0,0,0,68625,32,Independent Restaurant
2151.649808,2151.649808,0,0,0,0,0,0,105046,33,Independent Restaurant
1417.1025,1417.1025,0,0,0,0,0,0,22564,51,Other
2871.101923,2871.101923,0,0,0,0,0,0,51685,25,Independent Restaurant
1,1,0,0,0,0,0,0,126646,32,Hospitality
4498.774423,4498.774423,0,0,0,0,0,0,126978,32,Retail
9699.110192,9699.110192,0,0,0,0,0,0,56933,24,Independent Restaurant
4328.568846,4328.568846,0,0,0,0,0,0,51140,20,Independent Restaurant
1,1,0,0,0,0,0,0,141555,3,Independent Restaurant
1081.367308,1081.367308,0,0,0,0,0,0,68563,2,Independent Restaurant
1081.367308,1081.367308,0,0,0,0,0,0,68563,2,Independent Restaurant
256.1490385,256.1490385,0,0,0,0,0,0,139927,23,Other
5018.448462,5018.448462,0,0,0,0,0,0,60026,33,Independent Restaurant
1,1,0,0,0,0,0,0,124327,36,Independent Restaurant
1,1,0,0,0,0,0,0,146837,36,Other
1,1,0,0,0,0,0,0,146837,36,Other
4543.975385,4543.975385,0,0,0,0,0,0,79059,13,Government
1,1,0,0,0,0,0,0,71736,8,Education
